arrived_at,num_prefill_tokens,num_decode_tokens
5.702179072255076,256,1
5.712567482293274,256,1
5.717693553642533,256,1
5.845507385065218,256,1
5.8971034140839595,256,1
5.901963963696755,256,1
5.9314059187160595,256,1
5.962453977470039,256,1
6.001236463667725,256,1
6.02808638229031,256,1
6.082325093333196,256,1
6.114731678915808,256,1
6.145031148587865,256,1
6.155599855190275,256,1
6.197229233774859,256,1
6.246345158904942,256,1
6.246853233033178,256,1
6.279907251463257,256,1
6.376018430936181,256,1
6.397578687320138,256,1
6.424025179126369,256,1
6.498494448453984,256,1
6.501762668165645,256,1
6.515908035032014,256,1
6.516772880455957,256,1
6.578952797267412,256,1
6.5923653457586,256,1
6.706390191599132,256,1
6.721566240071963,256,1
6.731262771043323,256,1
6.786242874102122,256,1
6.787943627545534,256,1
6.826334451197624,256,1
6.848979480229689,256,1
6.850627193269965,256,1
7.033208764485277,256,1
7.058237184335914,256,1
7.113294678587234,256,1
7.191379416783938,256,1
7.22278743500655,256,1
7.256065796241629,256,1
7.275818725361205,256,1
7.288180029409963,256,1
7.30585096550409,256,1
7.385741915160393,256,1
7.44503130933607,256,1
7.46631945989682,256,1
7.497894627960333,256,1
7.5036830934172905,256,1
7.579273362805816,256,1
7.596087108289851,256,1
7.627771842820863,256,1
7.652192686697035,256,1
7.659112795265344,256,1
7.711497155209024,256,1
7.757493512545421,256,1
7.782081397589957,256,1
7.855409298085725,256,1
7.907698054228396,256,1
7.940760108849787,256,1
7.969088699610705,256,1
8.023055249959476,256,1
8.067875265721858,256,1
8.125859796801427,256,1
8.157007389683546,256,1
8.219027662098632,256,1
8.244207657902525,256,1
8.268765827944735,256,1
8.31856185296549,256,1
8.356724859787512,256,1
8.361789017211985,256,1
8.396456912001016,256,1
8.414604880849375,256,1
8.424288561262783,256,1
8.454398601232516,256,1
8.467111629835955,256,1
8.532778369912464,256,1
8.630488132747205,256,1
8.641635227590116,256,1
8.742898090139972,256,1
8.827400742409264,256,1
8.864567268570367,256,1
8.868852229271296,256,1
8.994681885247635,256,1
9.08234658223206,256,1
9.201751997906404,256,1
9.206777716663428,256,1
9.253101343827996,256,1
9.260992369059906,256,1
9.264920915299024,256,1
9.294181767405263,256,1
9.296738204422672,256,1
9.305458011927792,256,1
9.309021612083956,256,1
9.326261648022927,256,1
9.341511343163456,256,1
9.34702144352677,256,1
9.394333270806676,256,1
9.545334163875818,256,1
9.563042184888415,256,1
9.578210056823533,256,1
9.641718140190259,256,1
9.679244141275856,256,1
9.691944916364559,256,1
9.785406108016836,256,1
9.883345809421229,256,1
9.93131141235235,256,1
10.021827647710868,256,1
10.053149821386809,256,1
10.123377813592782,256,1
10.179929440379265,256,1
10.209971259788464,256,1
10.257560831526735,256,1
10.282919317166206,256,1
10.283223634457972,256,1
10.40325895071601,256,1
10.406427485373726,256,1
10.406670619574765,256,1
10.419164050239171,256,1
10.425870424788597,256,1
10.62598198561382,256,1
10.637247194787047,256,1
10.652697563095659,256,1
10.672768606137772,256,1
10.758521852154956,256,1
10.8451162873751,256,1
10.915808153416151,256,1
10.969990146044939,256,1
11.12145351662317,256,1
11.140746249769151,256,1
11.154989990913178,256,1
11.183242666178073,256,1
11.200583630332561,256,1
11.321968575779673,256,1
11.322756657615463,256,1
11.466899038754885,256,1
11.473036242374723,256,1
11.500889663612979,256,1
11.545689413446425,256,1
11.66973453511111,256,1
11.897885390024499,256,1
11.900569545708484,256,1
12.052420700541688,256,1
12.093239382667909,256,1
12.098202469676744,256,1
12.153492527071075,256,1
12.18523409337311,256,1
12.274812951379221,256,1
12.364875647852358,256,1
12.394189074227802,256,1
12.423222089436825,256,1
12.442845420878212,256,1
12.537558728373632,256,1
12.537621096816576,256,1
12.597659270863693,256,1
12.755918455551507,256,1
12.782521397201752,256,1
12.854265274039678,256,1
12.903391609055648,256,1
12.918465893791709,256,1
13.009789572580743,256,1
13.012045843183895,256,1
13.118832589900231,256,1
13.160613514910091,256,1
13.184394483297268,256,1
13.281832473329747,256,1
13.303052017422923,256,1
13.324198638053364,256,1
13.339041011830188,256,1
13.416059488744425,256,1
13.545239990497082,256,1
13.576070417067854,256,1
13.604966879016711,256,1
13.613360138732489,256,1
13.836683277706063,256,1
13.98677330665068,256,1
13.992230399167616,256,1
14.017827855483134,256,1
14.064741364809485,256,1
14.209179524439008,256,1
14.22087325712238,256,1
14.275737106282804,256,1
14.29106641922262,256,1
14.408938600869758,256,1
14.571524917440648,256,1
14.605539312130311,256,1
14.64067106750968,256,1
14.664430633418801,256,1
14.693717322675992,256,1
14.721575170712775,256,1
14.72679170944775,256,1
14.811884432027789,256,1
14.863951025979816,256,1
14.922473269226444,256,1
14.9486547982014,256,1
15.017952818722113,256,1
15.080616441572658,256,1
15.1123215906797,256,1
15.195852477505412,256,1
15.197684169296322,256,1
15.325735887896563,256,1
15.354097270579059,256,1
15.400273979921186,256,1
15.550446482193703,256,1
15.597541416544125,256,1
15.615899284709878,256,1
15.7118044324418,256,1
15.742748894879321,256,1
16.104143225732326,256,1
16.10910760540074,256,1
16.152190389931587,256,1
16.230451764263343,256,1
16.298921571605085,256,1
16.318298094944517,256,1
16.322995938481633,256,1
16.332453830157068,256,1
16.371727912736354,256,1
16.38953497935254,256,1
16.412683917074045,256,1
16.434542402380494,256,1
16.451950523839763,256,1
16.62898491991971,256,1
16.636554907475308,256,1
16.63746735489027,256,1
16.681176764584606,256,1
16.71353966842912,256,1
16.820051611120324,256,1
16.820288898331405,256,1
16.822287422612938,256,1
16.915298516004018,256,1
16.979344823793507,256,1
17.08450629148741,256,1
17.08981022783247,256,1
17.100024831656448,256,1
17.12403666461082,256,1
17.18374991335927,256,1
17.18761001044551,256,1
17.192534687401473,256,1
17.2292477990589,256,1
17.249103474437575,256,1
17.270065182453465,256,1
17.289550061909374,256,1
17.34463558986592,256,1
17.42972675218537,256,1
17.474818392793303,256,1
17.510796099483006,256,1
17.558725559359978,256,1
17.659363965440768,256,1
17.691508347236695,256,1
17.766048628450815,256,1
17.776335303277023,256,1
17.83072163697268,256,1
17.860122276027866,256,1
17.882547344752098,256,1
17.90263004020458,256,1
18.108464142528202,256,1
18.13857638993297,256,1
18.170472822164953,256,1
18.308570558156887,256,1
18.319783318283143,256,1
18.4990890380341,256,1
18.520077139654887,256,1
18.527805425140187,256,1
18.58814495137424,256,1
18.668565171462028,256,1
18.686884236414603,256,1
18.756845572486203,256,1
18.792212391425522,256,1
18.917193820426004,256,1
19.001531533877092,256,1
19.014941205742275,256,1
19.104575624248454,256,1
19.15884928222922,256,1
19.204226082240172,256,1
19.259371618753775,256,1
19.2594282048276,256,1
19.26438659411569,256,1
19.348274595971347,256,1
19.386672729163877,256,1
19.433024474881666,256,1
19.44740417493889,256,1
19.45072146411504,256,1
19.50634836732008,256,1
19.61251981596166,256,1
19.66902399367294,256,1
19.770090149058372,256,1
19.867485119317905,256,1
19.870132164508014,256,1
19.898434666480203,256,1
19.927591156736078,256,1
19.982255761251054,256,1
20.050162650324268,256,1
20.080898441188168,256,1
20.128842694013738,256,1
20.129840732761785,256,1
20.209571809751914,256,1
20.210700465554197,256,1
20.223791696294313,256,1
20.28001758383735,256,1
20.326333626289326,256,1
20.328198950952327,256,1
20.330240506345998,256,1
20.378918157096493,256,1
20.394952069294582,256,1
20.474290011115357,256,1
20.528207130841736,256,1
20.634325197903358,256,1
20.713606224661074,256,1
20.732294310397048,256,1
20.791051900665416,256,1
20.89834322981745,256,1
20.909095454488337,256,1
20.966513884353866,256,1
20.995419799334414,256,1
21.008699567742273,256,1
21.03108176212949,256,1
21.07371480019893,256,1
21.12627742808595,256,1
21.21699190995954,256,1
21.250663137564185,256,1
21.28636817120295,256,1
21.28944832730939,256,1
21.396099280249636,256,1
21.40763861027728,256,1
21.427847811987498,256,1
21.494655355910332,256,1
21.58564609659401,256,1
21.610749685591557,256,1
21.70562455296592,256,1
21.741708716004826,256,1
21.8055357449455,256,1
21.8270836935452,256,1
21.926871745469168,256,1
21.948365525726388,256,1
22.115629625397617,256,1
22.17971164873469,256,1
22.204168586146224,256,1
22.23916028120798,256,1
22.308433590676557,256,1
22.33302312348129,256,1
22.37316352283343,256,1
22.40180776658609,256,1
22.417877579364152,256,1
22.543681065145815,256,1
22.56801898421883,256,1
22.589619274553073,256,1
22.60704611299298,256,1
22.64417652471358,256,1
22.66867637754779,256,1
22.835327415350015,256,1
22.900732428300287,256,1
23.024609708411646,256,1
23.03745753639035,256,1
23.097469993100006,256,1
23.18100284660547,256,1
23.375098427813956,256,1
23.377101623313568,256,1
23.447713546350137,256,1
23.45246795865932,256,1
23.46854386840085,256,1
23.49689422376229,256,1
23.583390979357244,256,1
23.720946736141535,256,1
23.817093561350955,256,1
23.92076573566637,256,1
23.971295931035108,256,1
23.99797473802856,256,1
24.015769842989478,256,1
24.026118944364683,256,1
24.101428123971623,256,1
24.10730111633539,256,1
24.122975382556476,256,1
24.151706525834584,256,1
24.165742557911194,256,1
24.230244830932524,256,1
24.240051144675554,256,1
24.2447193973629,256,1
24.29573758776722,256,1
24.31255978713005,256,1
24.329695915132497,256,1
24.341864342073507,256,1
24.439529256692303,256,1
24.465675782459595,256,1
24.59994229521154,256,1
24.680897096916965,256,1
24.698109330127416,256,1
24.70025702540117,256,1
24.71866052053766,256,1
24.741383165585873,256,1
24.757253509946686,256,1
24.80073941882317,256,1
24.920429867337248,256,1
24.94125406998564,256,1
25.016164549250774,256,1
25.124040596968776,256,1
25.132980631437498,256,1
25.169295273055692,256,1
25.223866163125265,256,1
25.230544646462416,256,1
25.23988218767439,256,1
25.252444805489873,256,1
25.384632183444023,256,1
25.45852649115785,256,1
25.492734778933634,256,1
25.52617816620448,256,1
25.538217976309774,256,1
25.571586334406547,256,1
25.84454223934234,256,1
25.90980937775815,256,1
25.914211446424005,256,1
25.9187921036939,256,1
25.925983659359808,256,1
26.006294565868473,256,1
26.12822792390439,256,1
26.14939661161553,256,1
26.180594012674298,256,1
26.203515937821464,256,1
26.224421596302072,256,1
26.26701310180346,256,1
26.285482487861998,256,1
26.295036750724464,256,1
26.431331036614083,256,1
26.52551754425776,256,1
26.537415281646524,256,1
26.541506768474797,256,1
26.551578700465228,256,1
26.613902170504254,256,1
26.65297723408053,256,1
26.73110887948482,256,1
26.739815738081198,256,1
26.765889672536325,256,1
26.853435037801976,256,1
26.932032525173533,256,1
26.980456680722,256,1
27.024209588681593,256,1
27.067648141847656,256,1
27.12638123192348,256,1
27.16082292448103,256,1
27.20425672540916,256,1
27.373698431271222,256,1
27.375130177957494,256,1
27.37599898580236,256,1
27.43216781633229,256,1
27.454135814450087,256,1
27.494646452508718,256,1
27.529898310321286,256,1
27.632779482226066,256,1
27.662759525450564,256,1
27.696370762427946,256,1
27.70156572400446,256,1
27.709558961996493,256,1
27.77840056551195,256,1
27.933039240674653,256,1
27.97667950357536,256,1
28.05631142862324,256,1
28.077185221362335,256,1
28.103733342024295,256,1
28.130234077745754,256,1
28.17449087965325,256,1
28.220571937141603,256,1
28.230608325532902,256,1
28.252131463097907,256,1
28.299119012273046,256,1
28.336990219022162,256,1
28.350899717179434,256,1
28.599373508900783,256,1
28.65870081867805,256,1
28.697602804520052,256,1
28.858238027346104,256,1
28.90225988052726,256,1
28.929920501940607,256,1
28.933728925073865,256,1
29.047121821544096,256,1
29.053846137091142,256,1
29.068957565361053,256,1
29.108763308818197,256,1
29.11535211070282,256,1
29.119147355858832,256,1
29.139541971141412,256,1
29.16180713388199,256,1
29.202048428056095,256,1
29.21389247913786,256,1
29.25601411001604,256,1
29.26294174715265,256,1
29.28969757565847,256,1
29.296660946466968,256,1
29.322884332951517,256,1
29.353158904032117,256,1
29.370848085418324,256,1
29.44842257126945,256,1
29.453836212380846,256,1
29.478176244268717,256,1
29.560546679071287,256,1
29.57785718425816,256,1
29.637365379516957,256,1
29.667108315557968,256,1
29.70771673593844,256,1
29.71033041147617,256,1
29.74407366661609,256,1
29.960272654313293,256,1
30.000818225084913,256,1
30.18107310316993,256,1
30.192101506592948,256,1
30.27399069155221,256,1
30.31882049161276,256,1
30.376429438056142,256,1
30.381371546612137,256,1
30.402154949218385,256,1
30.45224830526081,256,1
30.55091081995389,256,1
30.580361113241672,256,1
30.59055818516545,256,1
30.61758697533015,256,1
30.724713599658404,256,1
30.73160938594599,256,1
30.738877802520335,256,1
30.780279015944558,256,1
30.803995399866224,256,1
30.818619854037888,256,1
30.873535862988398,256,1
30.921671422031505,256,1
30.96109222456245,256,1
31.02773907804326,256,1
31.108699216587652,256,1
31.12611027861898,256,1
31.155070871748336,256,1
31.155447744439925,256,1
31.252424649009125,256,1
31.266698386300984,256,1
31.284169482827153,256,1
31.303503502170127,256,1
31.53472988896988,256,1
31.547781670151842,256,1
31.576454935760623,256,1
31.60826556148684,256,1
31.629708164456716,256,1
31.651937703407107,256,1
31.679951080327662,256,1
31.720604224865447,256,1
31.765004732530898,256,1
31.820907580787285,256,1
31.881822611022457,256,1
31.911603595654814,256,1
32.031266127266235,256,1
32.10542089277819,256,1
32.18024739159446,256,1
32.225727558519644,256,1
32.278058353307685,256,1
32.3350539179168,256,1
32.342362796443204,256,1
32.342786003272515,256,1
32.539279648765486,256,1
32.62776532974057,256,1
32.65683031643065,256,1
32.672302153245305,256,1
32.73246279778177,256,1
32.7944063000702,256,1
32.83542273680018,256,1
32.84484245928594,256,1
32.92953585941927,256,1
33.01564520272544,256,1
33.03682555796512,256,1
33.03936594548426,256,1
33.04524976451746,256,1
33.07740208792982,256,1
33.106753445685435,256,1
33.13813744208298,256,1
33.19246070432938,256,1
33.207279002008015,256,1
33.348167895611255,256,1
33.35031152876198,256,1
33.370083882765385,256,1
33.3926182472442,256,1
33.42722449158795,256,1
33.46522834581327,256,1
33.50214404225271,256,1
33.58901766165596,256,1
33.66486694992776,256,1
33.75426488372426,256,1
33.760484717052506,256,1
33.846476176344666,256,1
33.87079630622689,256,1
33.910761621901344,256,1
33.934587854580165,256,1
34.129465911107594,256,1
34.14859198577509,256,1
34.172252899663924,256,1
34.18485171457699,256,1
34.20299794862065,256,1
34.226484763175065,256,1
34.31390408674777,256,1
34.3247582039536,256,1
34.36930352439202,256,1
34.372351841152906,256,1
34.38774895699082,256,1
34.46866294977706,256,1
34.487428402449495,256,1
34.519525048516854,256,1
34.54230134295493,256,1
34.647766600333576,256,1
34.70573763399436,256,1
34.769736992000986,256,1
34.85301499618561,256,1
34.94371763507633,256,1
35.10625868182839,256,1
35.10905302126916,256,1
35.11884200094069,256,1
35.1500132246986,256,1
35.16723712368592,256,1
35.22752930076245,256,1
35.22949153736859,256,1
35.306987121965115,256,1
35.336414087979186,256,1
35.35188005630321,256,1
35.35410902471825,256,1
35.38819455186104,256,1
35.538768307273074,256,1
35.60908641490137,256,1
35.663317324681685,256,1
35.70155380651392,256,1
35.71726042273009,256,1
35.72687469366347,256,1
35.76961833711283,256,1
35.794575177031085,256,1
35.837785351289895,256,1
35.90436864869204,256,1
35.99836706523156,256,1
36.037947808978245,256,1
36.080624106050195,256,1
36.0847428877062,256,1
36.198421683646664,256,1
36.288599000790754,256,1
36.33072161487991,256,1
36.33310597009518,256,1
36.39066856190536,256,1
36.42729439077246,256,1
36.43509754879939,256,1
36.46448792494552,256,1
36.508642632449686,256,1
36.53180736463173,256,1
36.646341502676805,256,1
36.74773129870199,256,1
36.77631256851459,256,1
36.83567418957181,256,1
37.00951348869608,256,1
37.02816594081906,256,1
37.04300891147403,256,1
37.11577313925689,256,1
37.195395942779626,256,1
37.24639118258985,256,1
37.27243995778511,256,1
37.31745172367007,256,1
37.41867408888923,256,1
37.44664163771514,256,1
37.52734150329302,256,1
37.6317930739555,256,1
37.66781150977967,256,1
37.701653645373945,256,1
37.75536660782257,256,1
37.84957110573552,256,1
37.85676155010012,256,1
37.86837744862797,256,1
37.87754473196308,256,1
37.887458215031785,256,1
37.89942848731065,256,1
38.014178322501735,256,1
38.07233962477965,256,1
38.10398822251684,256,1
38.1649271977829,256,1
38.203221521027196,256,1
38.23263903433784,256,1
38.412780835157314,256,1
38.48811210639105,256,1
38.651441217127044,256,1
38.75581123388123,256,1
38.77458916720897,256,1
38.876878344991226,256,1
38.87915787238847,256,1
38.986657126401035,256,1
39.023456314309925,256,1
39.084605498981205,256,1
39.10027573381893,256,1
39.15778035677193,256,1
39.204203924008716,256,1
39.27705819474387,256,1
39.29510976531607,256,1
39.34217813170826,256,1
39.41931911382262,256,1
39.42597766056606,256,1
39.491401201361185,256,1
39.5216433296083,256,1
39.521942179153015,256,1
39.58063096371611,256,1
39.66897024191582,256,1
39.797338458571964,256,1
39.87008219159161,256,1
39.88099945969754,256,1
39.88125483614313,256,1
39.911350273494946,256,1
40.008139604631765,256,1
40.030108690515576,256,1
40.04415790668148,256,1
40.08053405039762,256,1
40.19083302932116,256,1
40.209915746685176,256,1
40.236823312582985,256,1
40.27905568358796,256,1
40.32658271371341,256,1
40.35889926612111,256,1
40.41877532926552,256,1
40.46019731567334,256,1
40.53322599202418,256,1
40.62540750343442,256,1
40.62583345710995,256,1
40.625859022452595,256,1
40.72427476220719,256,1
40.818362888731755,256,1
40.945593759521074,256,1
41.008746672869336,256,1
41.0252740121241,256,1
41.05029944366101,256,1
41.07476173282012,256,1
41.15215196116013,256,1
41.18538171700177,256,1
41.23219731898375,256,1
41.297659038788304,256,1
41.37667192353569,256,1
41.674633859815735,256,1
41.845934124866076,256,1
41.85631118959079,256,1
41.91212777594795,256,1
41.95152348514428,256,1
42.0231459012987,256,1
42.04439552793073,256,1
42.06844518348536,256,1
42.08293690338718,256,1
42.09131947354812,256,1
42.19909370003761,256,1
42.217181280288244,256,1
42.30902655247455,256,1
42.31072218078551,256,1
42.408198789144926,256,1
42.42521282436642,256,1
42.46329349631286,256,1
42.47392548019495,256,1
42.639204858519975,256,1
42.65842116487786,256,1
42.665821864177374,256,1
42.71108764135767,256,1
42.769181903960174,256,1
42.81828101967653,256,1
42.8632900703188,256,1
42.866485044501346,256,1
42.88306454663267,256,1
42.90778577877417,256,1
42.92265968664326,256,1
42.94556791591306,256,1
42.99543129739543,256,1
43.007472489878666,256,1
43.05810628516804,256,1
43.111637497549935,256,1
43.177029660181134,256,1
43.210277630710394,256,1
43.23041636445954,256,1
43.260701513968414,256,1
43.67185393196027,256,1
43.69722028383354,256,1
43.85439906264379,256,1
44.036358986272226,256,1
44.14673970801854,256,1
44.14742812728334,256,1
44.19842700584113,256,1
44.236573411166844,256,1
44.26215235031003,256,1
44.27842491996685,256,1
44.28975691576391,256,1
44.29609696689987,256,1
44.33371488762723,256,1
44.34799890231322,256,1
44.39695877794851,256,1
44.40391240517761,256,1
44.431555317258955,256,1
44.540917976790475,256,1
44.58505156529222,256,1
44.631748030273414,256,1
44.68051115397795,256,1
44.9613986471995,256,1
45.01756889785491,256,1
45.11856983817286,256,1
45.1333944108002,256,1
45.17684659411167,256,1
45.19863461830904,256,1
45.25346271776161,256,1
45.41382282135147,256,1
45.432228278147456,256,1
45.5426165906061,256,1
45.84982936919979,256,1
45.867245408192225,256,1
45.88600664809746,256,1
45.92743670575854,256,1
45.93812068851264,256,1
45.95214831777801,256,1
45.953571541870055,256,1
45.967855438590945,256,1
46.069587328658955,256,1
46.09801011569865,256,1
46.18069877294775,256,1
46.289351824106674,256,1
46.299648465166854,256,1
46.33438655076718,256,1
46.34088334755746,256,1
46.360620746856405,256,1
46.36790065448339,256,1
46.39759313648999,256,1
46.40300996986877,256,1
46.43430180257218,256,1
46.53091887901262,256,1
46.58935332471255,256,1
46.601677272690665,256,1
46.782278860547244,256,1
46.78797874511491,256,1
46.790404787558515,256,1
46.79488142661783,256,1
46.852089715238286,256,1
46.93279037682583,256,1
46.95170576019825,256,1
47.07680396584442,256,1
47.09004732593791,256,1
47.10581978364501,256,1
47.180133718858784,256,1
47.47359940741629,256,1
47.496587344547606,256,1
47.51889246539234,256,1
47.57444610633019,256,1
47.59182534340911,256,1
47.6233696441811,256,1
47.67029315446551,256,1
47.680595984077634,256,1
47.75312668633798,256,1
47.784947937620494,256,1
47.85788688477952,256,1
47.88478053711103,256,1
48.10847632778783,256,1
48.32159959192812,256,1
48.384877662753965,256,1
48.62580965170116,256,1
48.69408270122526,256,1
48.715727012755124,256,1
48.74525899960949,256,1
48.82318784059878,256,1
48.83697450184328,256,1
48.85228047773267,256,1
48.894068609835585,256,1
48.89858898752708,256,1
48.99453851429851,256,1
48.99710477465793,256,1
49.03081557410478,256,1
49.0860827001307,256,1
49.16003478176485,256,1
49.192836999175825,256,1
49.24463706917028,256,1
49.28938780966621,256,1
49.32419593716282,256,1
49.38703497407011,256,1
49.41425290855861,256,1
49.458117932953805,256,1
49.46866171436257,256,1
49.50983149439434,256,1
49.5217999365229,256,1
49.546816089059305,256,1
49.65407352031739,256,1
49.68916946555324,256,1
49.77138950014406,256,1
49.79231837206264,256,1
49.83088005603782,256,1
49.862671056703654,256,1
49.89910842835066,256,1
49.96556587409997,256,1
50.01908052506656,256,1
50.05680260326897,256,1
50.13212129902311,256,1
50.246406823254254,256,1
50.259347268518525,256,1
50.28166956919509,256,1
50.548597830567665,256,1
50.58350789931612,256,1
50.667800186115166,256,1
50.678264233851465,256,1
50.70456165111579,256,1
50.729461067063,256,1
50.73142111938091,256,1
50.761273958962725,256,1
50.8351119732497,256,1
51.045099769282174,256,1
51.13562164069392,256,1
51.14116598960003,256,1
51.19715188979921,256,1
51.2211711242061,256,1
51.227689927268514,256,1
51.25938619128063,256,1
51.26233435747207,256,1
51.29200941423222,256,1
51.29487230497123,256,1
51.33596239981881,256,1
51.33767363406032,256,1
51.44969868275937,256,1
51.584740962841025,256,1
51.602905293455194,256,1
51.61331671872165,256,1
51.632166634566936,256,1
51.66264241014353,256,1
51.69075691325258,256,1
51.80795325841974,256,1
51.88165171187502,256,1
51.90558340816342,256,1
51.94582992214825,256,1
51.97341617190929,256,1
52.24149060403924,256,1
52.26839688354126,256,1
52.31636861560385,256,1
52.35435181754515,256,1
52.359021494654144,256,1
52.421510209946916,256,1
52.431989927223285,256,1
52.443628426247415,256,1
52.45162913319889,256,1
52.45563435212035,256,1
52.502854631659005,256,1
52.59716123192506,256,1
52.607168219394794,256,1
52.6246703822181,256,1
52.66518526919515,256,1
52.798520400364964,256,1
52.852603297346334,256,1
52.85549714178628,256,1
52.87189048133145,256,1
52.91345340918019,256,1
52.94710785461425,256,1
53.047497572468096,256,1
53.108068726616196,256,1
53.189245415444034,256,1
53.246480983629894,256,1
53.35802004636774,256,1
53.36644346768087,256,1
53.38253685702736,256,1
53.46002713823057,256,1
53.55791775832009,256,1
53.57358520270314,256,1
53.692251670098926,256,1
53.78351812799234,256,1
53.81919685030931,256,1
53.87416381204875,256,1
53.88260509361409,256,1
53.93412414195926,256,1
54.05555306179131,256,1
54.128887949681335,256,1
54.13517632502565,256,1
54.19688094630297,256,1
54.252276557416266,256,1
54.269142163253115,256,1
54.29058388303587,256,1
54.304673839750436,256,1
54.456753366584685,256,1
54.54373811306841,256,1
54.55572854019426,256,1
54.56565211854918,256,1
54.62931875926582,256,1
54.65726198782419,256,1
54.79102370489408,256,1
54.810298582080286,256,1
54.81474080298967,256,1
54.88635490252016,256,1
55.06108431571168,256,1
55.07895702930292,256,1
55.09147651775419,256,1
55.144170395538026,256,1
55.177435018566534,256,1
55.184537294407306,256,1
55.25387990485271,256,1
55.30854434105685,256,1
55.32736644775742,256,1
55.36510330201847,256,1
55.478701932921126,256,1
55.52381345335098,256,1
55.55007333862125,256,1
55.59975492025737,256,1
55.90483162052564,256,1
55.97147515049925,256,1
56.10089880907072,256,1
56.13999976133326,256,1
56.256918263723236,256,1
56.331230747992976,256,1
56.375995543657396,256,1
56.47078603202238,256,1
56.607020417259825,256,1
56.6190173193569,256,1
56.62695110941796,256,1
56.67171179576948,256,1
56.68110730273299,256,1
56.69891788054371,256,1
56.702835177306675,256,1
56.75630248919368,256,1
56.76368700629282,256,1
56.7815456230369,256,1
56.85284118200946,256,1
56.88595155329379,256,1
56.9009269278995,256,1
56.933843548664996,256,1
56.93836037672777,256,1
56.9775981930436,256,1
57.02808050596126,256,1
57.06168216446517,256,1
57.075669901967444,256,1
57.08019870398404,256,1
57.14121318325795,256,1
57.177761125302595,256,1
57.22985745316276,256,1
57.23251665588318,256,1
57.25536956578496,256,1
57.365989449387335,256,1
57.518684279728795,256,1
57.56500125360864,256,1
57.56761168231477,256,1
57.58122888991881,256,1
57.61614951011751,256,1
57.70390035063997,256,1
57.760251915847284,256,1
57.81259581958085,256,1
57.8398272855714,256,1
57.85532386292487,256,1
58.090508472348155,256,1
58.092300713562,256,1
58.14038064322733,256,1
58.32201767363987,256,1
58.60102843315911,256,1
58.61120156319601,256,1
58.63252537317685,256,1
58.74141829053015,256,1
58.855654683122125,256,1
58.86193830934761,256,1
58.95487110426445,256,1
58.99719363579514,256,1
59.08080062005361,256,1
59.096040078636406,256,1
59.147894000410695,256,1
59.154571971778715,256,1
59.22909084186343,256,1
59.389981568565005,256,1
